movieId,title,genres,year,clean_title,genre
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995.0,Copycat,Crime
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995.0,Copycat,Drama
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995.0,Copycat,Horror
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995.0,Copycat,Mystery
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995.0,Copycat,Thriller
23,Assassins (1995),Action|Crime|Thriller,1995.0,Assassins,Action
23,Assassins (1995),Action|Crime|Thriller,1995.0,Assassins,Crime
23,Assassins (1995),Action|Crime|Thriller,1995.0,Assassins,Thriller
24,Powder (1995),Drama|Sci-Fi,1995.0,Powder,Drama
24,Powder (1995),Drama|Sci-Fi,1995.0,Powder,Sci-Fi
25,Leaving Las Vegas (1995),Drama|Romance,1995.0,Leaving Las Vegas,Drama
25,Leaving Las Vegas (1995),Drama|Romance,1995.0,Leaving Las Vegas,Romance
26,Othello (1995),Drama,1995.0,Othello,Drama
27,Now and Then (1995),Children|Drama,1995.0,Now and Then,Children
27,Now and Then (1995),Children|Drama,1995.0,Now and Then,Drama
28,Persuasion (1995),Drama|Romance,1995.0,Persuasion,Drama
28,Persuasion (1995),Drama|Romance,1995.0,Persuasion,Romance
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,"City of Lost Children, The (Cité des enfants perdus, La)",Adventure
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,"City of Lost Children, The (Cité des enfants perdus, La)",Drama
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,"City of Lost Children, The (Cité des enfants perdus, La)",Fantasy
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,"City of Lost Children, The (Cité des enfants perdus, La)",Mystery
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,"City of Lost Children, The (Cité des enfants perdus, La)",Sci-Fi
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995.0,Shanghai Triad (Yao a yao yao dao waipo qiao),Crime
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995.0,Shanghai Triad (Yao a yao yao dao waipo qiao),Drama
31,Dangerous Minds (1995),Drama,1995.0,Dangerous Minds,Drama
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995.0,Twelve Monkeys (a.k.a. 12 Monkeys),Mystery
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995.0,Twelve Monkeys (a.k.a. 12 Monkeys),Sci-Fi
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995.0,Twelve Monkeys (a.k.a. 12 Monkeys),Thriller
34,Babe (1995),Children|Drama,1995.0,Babe,Children
34,Babe (1995),Children|Drama,1995.0,Babe,Drama
36,Dead Man Walking (1995),Crime|Drama,1995.0,Dead Man Walking,Crime
36,Dead Man Walking (1995),Crime|Drama,1995.0,Dead Man Walking,Drama
38,It Takes Two (1995),Children|Comedy,1995.0,It Takes Two,Children
38,It Takes Two (1995),Children|Comedy,1995.0,It Takes Two,Comedy
39,Clueless (1995),Comedy|Romance,1995.0,Clueless,Comedy
39,Clueless (1995),Comedy|Romance,1995.0,Clueless,Romance
40,"Cry, the Beloved Country (1995)",Drama,1995.0,"Cry, the Beloved Country",Drama
41,Richard III (1995),Drama|War,1995.0,Richard III,Drama
41,Richard III (1995),Drama|War,1995.0,Richard III,War
42,Dead Presidents (1995),Action|Crime|Drama,1995.0,Dead Presidents,Action
42,Dead Presidents (1995),Action|Crime|Drama,1995.0,Dead Presidents,Crime
42,Dead Presidents (1995),Action|Crime|Drama,1995.0,Dead Presidents,Drama
43,Restoration (1995),Drama,1995.0,Restoration,Drama
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995.0,Mortal Kombat,Action
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995.0,Mortal Kombat,Adventure
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995.0,Mortal Kombat,Fantasy
45,To Die For (1995),Comedy|Drama|Thriller,1995.0,To Die For,Comedy
45,To Die For (1995),Comedy|Drama|Thriller,1995.0,To Die For,Drama
45,To Die For (1995),Comedy|Drama|Thriller,1995.0,To Die For,Thriller
46,How to Make an American Quilt (1995),Drama|Romance,1995.0,How to Make an American Quilt,Drama
46,How to Make an American Quilt (1995),Drama|Romance,1995.0,How to Make an American Quilt,Romance
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995.0,Seven (a.k.a. Se7en),Mystery
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995.0,Seven (a.k.a. Se7en),Thriller
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995.0,Pocahontas,Animation
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995.0,Pocahontas,Children
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995.0,Pocahontas,Drama
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995.0,Pocahontas,Musical
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995.0,Pocahontas,Romance
49,When Night Is Falling (1995),Drama|Romance,1995.0,When Night Is Falling,Drama
49,When Night Is Falling (1995),Drama|Romance,1995.0,When Night Is Falling,Romance
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995.0,"Usual Suspects, The",Crime
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995.0,"Usual Suspects, The",Mystery
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995.0,"Usual Suspects, The",Thriller
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995.0,Mighty Aphrodite,Comedy
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995.0,Mighty Aphrodite,Drama
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995.0,Mighty Aphrodite,Romance
53,Lamerica (1994),Adventure|Drama,1994.0,Lamerica,Adventure
53,Lamerica (1994),Adventure|Drama,1994.0,Lamerica,Drama
54,"Big Green, The (1995)",Children|Comedy,1995.0,"Big Green, The",Children
54,"Big Green, The (1995)",Children|Comedy,1995.0,"Big Green, The",Comedy
55,Georgia (1995),Drama,1995.0,Georgia,Drama
57,Home for the Holidays (1995),Drama,1995.0,Home for the Holidays,Drama
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994.0,"Postman, The (Postino, Il)",Comedy
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994.0,"Postman, The (Postino, Il)",Drama
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994.0,"Postman, The (Postino, Il)",Romance
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995.0,"Indian in the Cupboard, The",Adventure
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995.0,"Indian in the Cupboard, The",Children
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995.0,"Indian in the Cupboard, The",Fantasy
61,Eye for an Eye (1996),Drama|Thriller,1996.0,Eye for an Eye,Drama
61,Eye for an Eye (1996),Drama|Thriller,1996.0,Eye for an Eye,Thriller
62,Mr. Holland's Opus (1995),Drama,1995.0,Mr. Holland's Opus,Drama
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Crime
64,Two if by Sea (1996),Comedy|Romance,1996.0,Two if by Sea,Comedy
64,Two if by Sea (1996),Comedy|Romance,1996.0,Two if by Sea,Romance
65,Bio-Dome (1996),Comedy,1996.0,Bio-Dome,Comedy
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996.0,Lawnmower Man 2: Beyond Cyberspace,Action
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996.0,Lawnmower Man 2: Beyond Cyberspace,Sci-Fi
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996.0,Lawnmower Man 2: Beyond Cyberspace,Thriller
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995.0,French Twist (Gazon maudit),Comedy
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995.0,French Twist (Gazon maudit),Romance
69,Friday (1995),Comedy,1995.0,Friday,Comedy
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,From Dusk Till Dawn,Action
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,From Dusk Till Dawn,Comedy
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,From Dusk Till Dawn,Horror
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,From Dusk Till Dawn,Thriller
71,Fair Game (1995),Action,1995.0,Fair Game,Action
72,Kicking and Screaming (1995),Comedy|Drama,1995.0,Kicking and Screaming,Comedy
72,Kicking and Screaming (1995),Comedy|Drama,1995.0,Kicking and Screaming,Drama
73,"Misérables, Les (1995)",Drama|War,1995.0,"Misérables, Les",Drama
73,"Misérables, Les (1995)",Drama|War,1995.0,"Misérables, Les",War
74,Bed of Roses (1996),Drama|Romance,1996.0,Bed of Roses,Drama
74,Bed of Roses (1996),Drama|Romance,1996.0,Bed of Roses,Romance
75,Big Bully (1996),Comedy|Drama,1996.0,Big Bully,Comedy
75,Big Bully (1996),Comedy|Drama,1996.0,Big Bully,Drama
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,Screamers,Action
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,Screamers,Sci-Fi
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,Screamers,Thriller
77,Nico Icon (1995),Documentary,1995.0,Nico Icon,Documentary
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995.0,"Crossing Guard, The",Action
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995.0,"Crossing Guard, The",Crime
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995.0,"Crossing Guard, The",Drama
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995.0,"Crossing Guard, The",Thriller
79,"Juror, The (1996)",Drama|Thriller,1996.0,"Juror, The",Drama
79,"Juror, The (1996)",Drama|Thriller,1996.0,"Juror, The",Thriller
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995.0,"White Balloon, The (Badkonake sefid)",Children
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995.0,"White Balloon, The (Badkonake sefid)",Drama
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,Things to Do in Denver When You're Dead,Crime
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,Things to Do in Denver When You're Dead,Drama
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,Things to Do in Denver When You're Dead,Romance
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995.0,Antonia's Line (Antonia),Comedy
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995.0,Antonia's Line (Antonia),Drama
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995.0,Once Upon a Time... When We Were Colored,Drama
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995.0,Once Upon a Time... When We Were Colored,Romance
85,Angels and Insects (1995),Drama|Romance,1995.0,Angels and Insects,Drama
85,Angels and Insects (1995),Drama|Romance,1995.0,Angels and Insects,Romance
86,White Squall (1996),Action|Adventure|Drama,1996.0,White Squall,Action
86,White Squall (1996),Action|Adventure|Drama,1996.0,White Squall,Adventure
86,White Squall (1996),Action|Adventure|Drama,1996.0,White Squall,Drama
87,Dunston Checks In (1996),Children|Comedy,1996.0,Dunston Checks In,Children
87,Dunston Checks In (1996),Children|Comedy,1996.0,Dunston Checks In,Comedy
88,Black Sheep (1996),Comedy,1996.0,Black Sheep,Comedy
89,Nick of Time (1995),Action|Thriller,1995.0,Nick of Time,Action
89,Nick of Time (1995),Action|Thriller,1995.0,Nick of Time,Thriller
92,Mary Reilly (1996),Drama|Horror|Thriller,1996.0,Mary Reilly,Drama
92,Mary Reilly (1996),Drama|Horror|Thriller,1996.0,Mary Reilly,Horror
92,Mary Reilly (1996),Drama|Horror|Thriller,1996.0,Mary Reilly,Thriller
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995.0,Vampire in Brooklyn,Comedy
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995.0,Vampire in Brooklyn,Horror
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995.0,Vampire in Brooklyn,Romance
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,Beautiful Girls,Comedy
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,Beautiful Girls,Drama
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,Beautiful Girls,Romance
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,Broken Arrow,Action
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,Broken Arrow,Adventure
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,Broken Arrow,Thriller
96,In the Bleak Midwinter (1995),Comedy|Drama,1995.0,In the Bleak Midwinter,Comedy
96,In the Bleak Midwinter (1995),Comedy|Drama,1995.0,In the Bleak Midwinter,Drama
97,"Hate (Haine, La) (1995)",Crime|Drama,1995.0,"Hate (Haine, La)",Crime
97,"Hate (Haine, La) (1995)",Crime|Drama,1995.0,"Hate (Haine, La)",Drama
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995.0,Heidi Fleiss: Hollywood Madam,Documentary
100,City Hall (1996),Drama|Thriller,1996.0,City Hall,Drama
100,City Hall (1996),Drama|Thriller,1996.0,City Hall,Thriller
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,Bottle Rocket,Adventure
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,Bottle Rocket,Comedy
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,Bottle Rocket,Crime
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,Bottle Rocket,Romance
102,Mr. Wrong (1996),Comedy,1996.0,Mr. Wrong,Comedy
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996.0,Unforgettable,Mystery
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996.0,Unforgettable,Sci-Fi
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996.0,Unforgettable,Thriller
104,Happy Gilmore (1996),Comedy,1996.0,Happy Gilmore,Comedy
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995.0,"Bridges of Madison County, The",Drama
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995.0,"Bridges of Madison County, The",Romance
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994.0,Nobody Loves Me (Keiner liebt mich),Comedy
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994.0,Nobody Loves Me (Keiner liebt mich),Drama
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,Muppet Treasure Island,Adventure
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,Muppet Treasure Island,Children
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,Muppet Treasure Island,Comedy
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,Muppet Treasure Island,Musical
108,Catwalk (1996),Documentary,1996.0,Catwalk,Documentary
110,Braveheart (1995),Action|Drama|War,1995.0,Braveheart,Action
110,Braveheart (1995),Action|Drama|War,1995.0,Braveheart,Drama
110,Braveheart (1995),Action|Drama|War,1995.0,Braveheart,War
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,Taxi Driver,Crime
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,Taxi Driver,Drama
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,Taxi Driver,Thriller
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,Rumble in the Bronx (Hont faan kui),Action
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,Rumble in the Bronx (Hont faan kui),Adventure
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,Rumble in the Bronx (Hont faan kui),Comedy
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,Rumble in the Bronx (Hont faan kui),Crime
113,Before and After (1996),Drama|Mystery,1996.0,Before and After,Drama
113,Before and After (1996),Drama|Mystery,1996.0,Before and After,Mystery
116,Anne Frank Remembered (1995),Documentary,1995.0,Anne Frank Remembered,Documentary
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995.0,"Young Poisoner's Handbook, The",Crime
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995.0,"Young Poisoner's Handbook, The",Drama
118,If Lucy Fell (1996),Comedy|Romance,1996.0,If Lucy Fell,Comedy
118,If Lucy Fell (1996),Comedy|Romance,1996.0,If Lucy Fell,Romance
119,"Steal Big, Steal Little (1995)",Comedy,1995.0,"Steal Big, Steal Little",Comedy
121,"Boys of St. Vincent, The (1992)",Drama,1992.0,"Boys of St. Vincent, The",Drama
122,Boomerang (1992),Comedy|Romance,1992.0,Boomerang,Comedy
122,Boomerang (1992),Comedy|Romance,1992.0,Boomerang,Romance
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994.0,Chungking Express (Chung Hing sam lam),Drama
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994.0,Chungking Express (Chung Hing sam lam),Mystery
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994.0,Chungking Express (Chung Hing sam lam),Romance
125,Flirting With Disaster (1996),Comedy,1996.0,Flirting With Disaster,Comedy
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994.0,"NeverEnding Story III, The",Adventure
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994.0,"NeverEnding Story III, The",Children
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994.0,"NeverEnding Story III, The",Fantasy
128,Jupiter's Wife (1994),Documentary,1994.0,Jupiter's Wife,Documentary
129,Pie in the Sky (1996),Comedy|Romance,1996.0,Pie in the Sky,Comedy
129,Pie in the Sky (1996),Comedy|Romance,1996.0,Pie in the Sky,Romance
132,Jade (1995),Thriller,1995.0,Jade,Thriller
135,Down Periscope (1996),Comedy,1996.0,Down Periscope,Comedy
137,Man of the Year (1995),Documentary,1995.0,Man of the Year,Documentary
140,Up Close and Personal (1996),Drama|Romance,1996.0,Up Close and Personal,Drama
140,Up Close and Personal (1996),Drama|Romance,1996.0,Up Close and Personal,Romance
141,"Birdcage, The (1996)",Comedy,1996.0,"Birdcage, The",Comedy
144,"Brothers McMullen, The (1995)",Comedy,1995.0,"Brothers McMullen, The",Comedy
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,Bad Boys,Action
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,Bad Boys,Comedy
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,Bad Boys,Crime
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,Bad Boys,Drama
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,Bad Boys,Thriller
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995.0,"Amazing Panda Adventure, The",Adventure
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995.0,"Amazing Panda Adventure, The",Children
147,"Basketball Diaries, The (1995)",Drama,1995.0,"Basketball Diaries, The",Drama
148,"Awfully Big Adventure, An (1995)",Drama,1995.0,"Awfully Big Adventure, An",Drama
149,Amateur (1994),Crime|Drama|Thriller,1994.0,Amateur,Crime
149,Amateur (1994),Crime|Drama|Thriller,1994.0,Amateur,Drama
149,Amateur (1994),Crime|Drama|Thriller,1994.0,Amateur,Thriller
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995.0,Apollo 13,Adventure
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995.0,Apollo 13,Drama
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995.0,Apollo 13,IMAX
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,Rob Roy,Action
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,Rob Roy,Drama
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,Rob Roy,Romance
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,Rob Roy,War
152,"Addiction, The (1995)",Drama|Horror,1995.0,"Addiction, The",Drama
152,"Addiction, The (1995)",Drama|Horror,1995.0,"Addiction, The",Horror
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995.0,Batman Forever,Action
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995.0,Batman Forever,Adventure
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995.0,Batman Forever,Comedy
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995.0,Batman Forever,Crime
154,Beauty of the Day (Belle de jour) (1967),Drama,1967.0,Beauty of the Day (Belle de jour),Drama
155,Beyond Rangoon (1995),Adventure|Drama|War,1995.0,Beyond Rangoon,Adventure
155,Beyond Rangoon (1995),Adventure|Drama|War,1995.0,Beyond Rangoon,Drama
155,Beyond Rangoon (1995),Adventure|Drama|War,1995.0,Beyond Rangoon,War
156,Blue in the Face (1995),Comedy|Drama,1995.0,Blue in the Face,Comedy
156,Blue in the Face (1995),Comedy|Drama,1995.0,Blue in the Face,Drama
157,Canadian Bacon (1995),Comedy|War,1995.0,Canadian Bacon,Comedy
157,Canadian Bacon (1995),Comedy|War,1995.0,Canadian Bacon,War
158,Casper (1995),Adventure|Children,1995.0,Casper,Adventure
158,Casper (1995),Adventure|Children,1995.0,Casper,Children
159,Clockers (1995),Crime|Drama|Mystery,1995.0,Clockers,Crime
159,Clockers (1995),Crime|Drama|Mystery,1995.0,Clockers,Drama
159,Clockers (1995),Crime|Drama|Mystery,1995.0,Clockers,Mystery
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995.0,Congo,Action
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995.0,Congo,Adventure
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995.0,Congo,Mystery
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995.0,Congo,Sci-Fi
161,Crimson Tide (1995),Drama|Thriller|War,1995.0,Crimson Tide,Drama
161,Crimson Tide (1995),Drama|Thriller|War,1995.0,Crimson Tide,Thriller
161,Crimson Tide (1995),Drama|Thriller|War,1995.0,Crimson Tide,War
162,Crumb (1994),Documentary,1994.0,Crumb,Documentary
