movieId,rating_count,average_rating,title,genres,year,clean_title
160,57,2.8771929824561404,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995.0,Congo
161,103,3.6359223300970873,Crimson Tide (1995),Drama|Thriller|War,1995.0,Crimson Tide
162,17,4.205882352941177,Crumb (1994),Documentary,1994.0,Crumb
163,66,3.5606060606060606,Desperado (1995),Action|Romance|Western,1995.0,Desperado
164,14,3.3214285714285716,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995.0,Devil in a Blue Dress
165,144,3.5555555555555554,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995.0,Die Hard: With a Vengeance
166,3,2.8333333333333335,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995.0,"Doom Generation, The"
168,54,3.0833333333333335,First Knight (1995),Action|Drama|Romance,1995.0,First Knight
169,10,2.4,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995.0,Free Willy 2: The Adventure Home
170,35,3.2285714285714286,Hackers (1995),Action|Adventure|Crime|Thriller,1995.0,Hackers
171,6,3.8333333333333335,Jeffrey (1995),Comedy|Drama,1995.0,Jeffrey
172,53,2.6792452830188678,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995.0,Johnny Mnemonic
173,62,2.6693548387096775,Judge Dredd (1995),Action|Crime|Sci-Fi,1995.0,Judge Dredd
174,10,2.7,Jury Duty (1995),Comedy,1995.0,Jury Duty
175,20,3.975,Kids (1995),Drama,1995.0,Kids
176,13,4.3076923076923075,Living in Oblivion (1995),Comedy,1995.0,Living in Oblivion
177,8,2.75,Lord of Illusions (1995),Horror,1995.0,Lord of Illusions
178,1,1.0,Love & Human Remains (1993),Comedy|Drama,1993.0,Love & Human Remains
179,2,1.5,Mad Love (1995),Drama|Romance,1995.0,Mad Love
180,36,3.4027777777777777,Mallrats (1995),Comedy|Romance,1995.0,Mallrats
181,17,2.264705882352941,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995.0,Mighty Morphin Power Rangers: The Movie
183,2,3.5,Mute Witness (1994),Comedy|Horror|Thriller,1994.0,Mute Witness
184,2,3.5,Nadja (1994),Drama,1994.0,Nadja
185,112,3.0401785714285716,"Net, The (1995)",Action|Crime|Thriller,1995.0,"Net, The"
186,48,2.8229166666666665,Nine Months (1995),Comedy|Romance,1995.0,Nine Months
187,4,4.125,Party Girl (1995),Comedy,1995.0,Party Girl
188,12,3.4583333333333335,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995.0,"Prophecy, The"
189,1,3.0,Reckless (1995),Comedy|Fantasy,1995.0,Reckless
190,5,2.8,Safe (1995),Thriller,1995.0,Safe
191,6,2.4166666666666665,"Scarlet Letter, The (1995)",Drama|Romance,1995.0,"Scarlet Letter, The"
193,35,2.4714285714285715,Showgirls (1995),Drama,1995.0,Showgirls
194,18,3.6666666666666665,Smoke (1995),Comedy|Drama,1995.0,Smoke
195,10,3.1,Something to Talk About (1995),Comedy|Drama|Romance,1995.0,Something to Talk About
196,45,2.6666666666666665,Species (1995),Horror|Sci-Fi,1995.0,Species
198,28,3.25,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995.0,Strange Days
199,4,4.125,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)"
201,1,3.0,Three Wishes (1995),Drama|Fantasy,1995.0,Three Wishes
202,1,3.0,Total Eclipse (1995),Drama|Romance,1995.0,Total Eclipse
203,22,3.4318181818181817,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995.0,"To Wong Foo, Thanks for Everything! Julie Newmar"
204,30,2.716666666666667,Under Siege 2: Dark Territory (1995),Action,1995.0,Under Siege 2: Dark Territory
205,9,3.1666666666666665,Unstrung Heroes (1995),Comedy|Drama,1995.0,Unstrung Heroes
206,2,3.0,Unzipped (1995),Documentary,1995.0,Unzipped
207,21,3.4285714285714284,"Walk in the Clouds, A (1995)",Drama|Romance,1995.0,"Walk in the Clouds, A"
208,115,2.9130434782608696,Waterworld (1995),Action|Adventure|Sci-Fi,1995.0,Waterworld
209,3,3.1666666666666665,White Man's Burden (1995),Drama,1995.0,White Man's Burden
210,4,3.0,Wild Bill (1995),Western,1995.0,Wild Bill
211,2,3.5,"Browning Version, The (1994)",Drama,1994.0,"Browning Version, The"
212,3,3.0,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995.0,Bushwhacked
213,6,3.8333333333333335,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994.0,Burnt by the Sun (Utomlyonnye solntsem)
214,2,4.0,Before the Rain (Pred dozhdot) (1994),Drama|War,1994.0,Before the Rain (Pred dozhdot)
215,24,4.041666666666667,Before Sunrise (1995),Drama|Romance,1995.0,Before Sunrise
216,49,3.326530612244898,Billy Madison (1995),Comedy,1995.0,Billy Madison
217,6,2.3333333333333335,"Babysitter, The (1995)",Drama|Thriller,1995.0,"Babysitter, The"
218,14,3.4285714285714284,Boys on the Side (1995),Comedy|Drama,1995.0,Boys on the Side
219,1,3.0,"Cure, The (1995)",Drama,1995.0,"Cure, The"
220,1,3.0,Castle Freak (1995),Horror,1995.0,Castle Freak
222,16,3.75,Circle of Friends (1995),Drama|Romance,1995.0,Circle of Friends
223,104,3.855769230769231,Clerks (1994),Comedy,1994.0,Clerks
224,40,3.6125,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995.0,Don Juan DeMarco
225,52,3.5384615384615383,Disclosure (1994),Drama|Thriller,1994.0,Disclosure
227,22,2.8636363636363638,Drop Zone (1994),Action|Thriller,1994.0,Drop Zone
228,3,2.3333333333333335,Destiny Turns on the Radio (1995),Comedy,1995.0,Destiny Turns on the Radio
229,7,3.4285714285714284,Death and the Maiden (1994),Drama|Thriller,1994.0,Death and the Maiden
230,24,3.3958333333333335,Dolores Claiborne (1995),Drama|Thriller,1995.0,Dolores Claiborne
231,133,3.0601503759398496,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994.0,Dumb & Dumber (Dumb and Dumber)
232,14,3.892857142857143,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994.0,Eat Drink Man Woman (Yin shi nan nu)
233,12,3.5,Exotica (1994),Drama,1994.0,Exotica
234,17,2.588235294117647,Exit to Eden (1994),Comedy,1994.0,Exit to Eden
235,70,3.6785714285714284,Ed Wood (1994),Comedy|Drama,1994.0,Ed Wood
236,45,3.477777777777778,French Kiss (1995),Action|Comedy|Romance,1995.0,French Kiss
237,22,3.340909090909091,Forget Paris (1995),Comedy|Romance,1995.0,Forget Paris
238,2,4.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995.0,Far From Home: The Adventures of Yellow Dog
239,17,3.0,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995.0,"Goofy Movie, A"
240,4,2.375,Hideaway (1995),Thriller,1995.0,Hideaway
241,1,4.0,Fluke (1995),Children|Drama,1995.0,Fluke
242,5,3.6,Farinelli: il castrato (1994),Drama|Musical,1994.0,Farinelli: il castrato
243,1,3.0,Gordy (1995),Children|Comedy|Fantasy,1995.0,Gordy
246,29,4.293103448275862,Hoop Dreams (1994),Documentary,1994.0,Hoop Dreams
247,21,3.9285714285714284,Heavenly Creatures (1994),Crime|Drama,1994.0,Heavenly Creatures
248,17,3.176470588235294,Houseguest (1994),Comedy,1994.0,Houseguest
249,18,3.7222222222222223,Immortal Beloved (1994),Drama|Romance,1994.0,Immortal Beloved
250,6,2.5,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995.0,Heavyweights (Heavy Weights)
251,3,3.0,"Hunted, The (1995)",Action,1995.0,"Hunted, The"
252,43,3.453488372093023,I.Q. (1994),Comedy|Romance,1994.0,I.Q.
253,109,3.458715596330275,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994.0,Interview with the Vampire: The Vampire Chronicles
254,1,3.0,Jefferson in Paris (1995),Drama,1995.0,Jefferson in Paris
255,7,2.0714285714285716,"Jerky Boys, The (1995)",Comedy,1995.0,"Jerky Boys, The"
256,35,2.8285714285714287,Junior (1994),Comedy|Sci-Fi,1994.0,Junior
257,14,3.5,Just Cause (1995),Mystery|Thriller,1995.0,Just Cause
258,10,2.6,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995.0,"Kid in King Arthur's Court, A"
259,5,3.2,Kiss of Death (1995),Crime|Drama|Thriller,1995.0,Kiss of Death
260,251,4.231075697211155,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977.0,Star Wars: Episode IV - A New Hope
261,42,3.880952380952381,Little Women (1994),Drama,1994.0,Little Women
262,21,3.9047619047619047,"Little Princess, A (1995)",Children|Drama,1995.0,"Little Princess, A"
263,1,4.0,Ladybird Ladybird (1994),Drama,1994.0,Ladybird Ladybird
265,33,3.9393939393939394,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992.0,Like Water for Chocolate (Como agua para chocolate)
266,68,3.3970588235294117,Legends of the Fall (1994),Drama|Romance|War|Western,1994.0,Legends of the Fall
267,17,2.9411764705882355,Major Payne (1995),Comedy,1995.0,Major Payne
269,2,3.0,My Crazy Life (Mi vida loca) (1993),Drama,1993.0,My Crazy Life (Mi vida loca)
270,5,3.4,Love Affair (1994),Drama|Romance,1994.0,Love Affair
271,4,3.5,Losing Isaiah (1995),Drama,1995.0,Losing Isaiah
272,31,3.7580645161290325,"Madness of King George, The (1994)",Comedy|Drama,1994.0,"Madness of King George, The"
273,28,2.9464285714285716,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994.0,Mary Shelley's Frankenstein (Frankenstein)
274,7,2.9285714285714284,Man of the House (1995),Comedy,1995.0,Man of the House
275,6,2.0,Mixed Nuts (1994),Comedy,1994.0,Mixed Nuts
276,22,3.25,Milk Money (1994),Comedy|Romance,1994.0,Milk Money
277,38,3.223684210526316,Miracle on 34th Street (1994),Drama,1994.0,Miracle on 34th Street
278,2,1.5,Miami Rhapsody (1995),Comedy,1995.0,Miami Rhapsody
279,2,3.0,My Family (1995),Drama,1995.0,My Family
280,13,4.076923076923077,Murder in the First (1995),Drama|Thriller,1995.0,Murder in the First
281,14,3.7857142857142856,Nobody's Fool (1994),Comedy|Drama|Romance,1994.0,Nobody's Fool
282,40,3.3375,Nell (1994),Drama,1994.0,Nell
283,3,3.6666666666666665,New Jersey Drive (1995),Crime|Drama,1995.0,New Jersey Drive
284,1,4.5,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,1993.0,New York Cop (Nyû Yôku no koppu)
285,1,4.0,Beyond Bedlam (1993),Drama|Horror,1993.0,Beyond Bedlam
287,1,3.0,Nina Takes a Lover (1994),Comedy|Romance,1994.0,Nina Takes a Lover
288,92,3.233695652173913,Natural Born Killers (1994),Action|Crime|Thriller,1994.0,Natural Born Killers
289,8,3.5625,Only You (1994),Comedy|Romance,1994.0,Only You
290,14,4.035714285714286,Once Were Warriors (1994),Crime|Drama,1994.0,Once Were Warriors
291,3,2.3333333333333335,Poison Ivy II (1996),Drama|Thriller,1996.0,Poison Ivy II
292,101,3.4257425742574257,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995.0,Outbreak
293,133,4.018796992481203,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994.0,Léon: The Professional (a.k.a. The Professional) (Léon)
294,2,3.0,"Perez Family, The (1995)",Comedy|Romance,1995.0,"Perez Family, The"
295,1,3.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995.0,"Pyromaniac's Love Story, A"
296,307,4.197068403908795,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994.0,Pulp Fiction
298,1,2.0,Pushing Hands (Tui shou) (1992),Drama,1992.0,Pushing Hands (Tui shou)
299,4,4.0,Priest (1994),Drama,1994.0,Priest
300,81,3.5185185185185186,Quiz Show (1994),Drama,1994.0,Quiz Show
301,1,4.0,Picture Bride (Bijo photo) (1994),Drama|Romance,1994.0,Picture Bride (Bijo photo)
302,5,3.2,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994.0,"Queen Margot (Reine Margot, La)"
303,32,2.953125,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995.0,"Quick and the Dead, The"
304,3,3.6666666666666665,Roommates (1995),Comedy|Drama,1995.0,Roommates
305,9,2.8333333333333335,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994.0,Ready to Wear (Pret-A-Porter)
306,16,4.21875,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994.0,Three Colors: Red (Trois couleurs: Rouge)
307,24,3.8958333333333335,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993.0,Three Colors: Blue (Trois couleurs: Bleu)
308,20,4.025,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994.0,Three Colors: White (Trzy kolory: Bialy)
310,1,3.0,Rent-a-Kid (1995),Comedy,1995.0,Rent-a-Kid
311,1,3.0,Relative Fear (1994),Horror|Thriller,1994.0,Relative Fear
312,9,1.4444444444444444,Stuart Saves His Family (1995),Comedy,1995.0,Stuart Saves His Family
313,3,3.3333333333333335,"Swan Princess, The (1994)",Animation|Children,1994.0,"Swan Princess, The"
314,16,3.75,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1994.0,"Secret of Roan Inish, The"
315,38,3.0789473684210527,"Specialist, The (1994)",Action|Drama|Thriller,1994.0,"Specialist, The"
316,140,3.375,Stargate (1994),Action|Adventure|Sci-Fi,1994.0,Stargate
317,81,3.2037037037037037,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1994.0,"Santa Clause, The"
318,317,4.429022082018927,"Shawshank Redemption, The (1994)",Crime|Drama,1994.0,"Shawshank Redemption, The"
319,20,3.6,Shallow Grave (1994),Comedy|Drama|Thriller,1994.0,Shallow Grave
320,1,3.0,Suture (1993),Film-Noir|Thriller,1993.0,Suture
321,2,4.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993.0,Strawberry and Chocolate (Fresa y chocolate)
322,10,3.55,Swimming with Sharks (1995),Comedy|Drama,1995.0,Swimming with Sharks
324,1,4.0,"Sum of Us, The (1994)",Comedy|Drama,1994.0,"Sum of Us, The"
325,7,2.5,National Lampoon's Senior Trip (1995),Comedy,1995.0,National Lampoon's Senior Trip
326,3,4.0,To Live (Huozhe) (1994),Drama,1994.0,To Live (Huozhe)
327,34,2.823529411764706,Tank Girl (1995),Action|Comedy|Sci-Fi,1995.0,Tank Girl
328,10,3.15,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995.0,Tales from the Crypt Presents: Demon Knight
329,108,3.3935185185185186,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994.0,Star Trek: Generations
330,6,3.0,Tales from the Hood (1995),Action|Crime|Horror,1995.0,Tales from the Hood
